"trawl","serial","date","week","j.day","station","group","species","taxa.group","n.counted","n.jar","density.l","n.measured","mean.indiv.dry.wt.ug","sd.indiv.dry.wt.ug","mean.indiv.length.mm","sd.indiv.length.mm","biomass.dry.wt.ugL"
56,910,2018-06-26,26,177,527,"Outer","Leptodiaptomus","Calanoid",1,125,0.0207842015102514,1,15.9659077902234,NA,1.4058,NA,0.331838644806097
56,910,2018-06-26,26,177,527,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
56,910,2018-06-26,26,177,527,"Outer","Nauplii","Immature",316,39500,6.56780767723945,31,0.27760069271076,0.16675635959084,0.247923333333333,0.0672890608690869,1.82322796079272
57,912,2018-06-26,26,177,526,"Outer","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
57,912,2018-06-26,26,177,526,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
57,912,2018-06-26,26,177,526,"Outer","Calanoid copepodid","Calanoid",29,3625,0.70551058913093,29,1.60340445631301,0.592043028079029,0.531789655172414,0.07807794797887,1.13121882258855
57,912,2018-06-26,26,177,526,"Outer","Cyclopoid copepodid","Cyclopoid",30,3750,0.729838540480272,30,1.4105056969229,0.435107414960225,0.50546,0.0675858667127259,1.02944141918132
57,912,2018-06-26,26,177,526,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
57,912,2018-06-26,26,177,526,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
57,912,2018-06-26,26,177,526,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
57,912,2018-06-26,26,177,526,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
57,912,2018-06-26,26,177,526,"Outer","Holopedium","Cladoceran",2,250,0.0486559026986848,2,0.625102110749471,0.127771383319796,0.4496,0.0289913780286485,0.0304149074773688
57,912,2018-06-26,26,177,526,"Outer","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
57,912,2018-06-26,26,177,526,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
57,912,2018-06-26,26,177,526,"Outer","Nauplii","Immature",151,18875,3.6735206537507,32,0.392183632908431,0.239616909698184,0.28375,0.0849235792365396,1.44069467555211
58,914,2018-06-26,26,177,33,"Outer","Bosmina","Cladoceran",9,1125,0.120922988682693,9,0.628210847064213,0.380515744794773,0.303311111111111,0.0473577196570011,0.0759651331498911
58,914,2018-06-26,26,177,33,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
58,914,2018-06-26,26,177,33,"Outer","Calanoid copepodid","Calanoid",42,5250,0.564307280519235,42,1.83608069713189,1.82524100484895,0.548138095238095,0.129154458394252,1.03611370501236
58,914,2018-06-26,26,177,33,"Outer","Cyclopoid copepodid","Cyclopoid",33,4125,0.443384291836542,33,1.18817046757185,0.411321433166488,0.469548484848485,0.0681473959572747,0.526816121345438
58,914,2018-06-26,26,177,33,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
58,914,2018-06-26,26,177,33,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
58,914,2018-06-26,26,177,33,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
58,914,2018-06-26,26,177,33,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
58,914,2018-06-26,26,177,33,"Outer","Holopedium","Cladoceran",5,625,0.0671794381570518,5,0.554291548936203,0.633411277313122,0.39778,0.126215339796714,0.0372369948327361
58,914,2018-06-26,26,177,33,"Outer","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
58,914,2018-06-26,26,177,33,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
58,914,2018-06-26,26,177,33,"Outer","Nauplii","Immature",132,16500,1.77353716734617,32,0.436629509357435,0.238613132210335,0.29756,0.0877991893765108,0.774378663205533
59,916,2018-06-26,26,177,525,"Outer","Bosmina","Cladoceran",21,1050,0.1380658519546,21,0.897440327607089,0.519146798865122,0.338233333333333,0.061779489584597,0.123905863409488
59,916,2018-06-26,26,177,525,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
59,916,2018-06-26,26,177,525,"Outer","Calanoid copepodid","Calanoid",29,1450,0.190662366984924,29,1.64373515639035,0.391174481430432,0.541924137931034,0.0507463486031431,0.313398435613718
59,916,2018-06-26,26,177,525,"Outer","Cyclopoid copepodid","Cyclopoid",15,750,0.0986184656818573,15,1.21954682172682,0.40654692077952,0.475973333333333,0.0627134237927537,0.120269836385884
59,916,2018-06-26,26,177,525,"Outer","Daphnia","Cladoceran",2,100,0.013149128757581,2,2.17076658073004,1.22030286944609,0.7678,0.160230396616872,0.028543689272673
59,916,2018-06-26,26,177,525,"Outer","Diacyclops","Cyclopoid",1,50,0.00657456437879049,1,7.21847100647054,NA,1.0099,NA,0.0474583023484731
59,916,2018-06-26,26,177,525,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
59,916,2018-06-26,26,177,525,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
59,916,2018-06-26,26,177,525,"Outer","Holopedium","Cladoceran",8,400,0.0525965150303239,8,2.08088027524557,3.36993276247742,0.5532,0.242152596517155,0.109447050673258
59,916,2018-06-26,26,177,525,"Outer","Leptodiaptomus","Calanoid",2,100,0.013149128757581,2,13.8677632574008,9.29400798812041,1.2863,0.384524667609245,0.182349004651214
59,916,2018-06-26,26,177,525,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
59,916,2018-06-26,26,177,525,"Outer","Nauplii","Immature",157,7850,1.03220660747011,33,0.31137375292213,0.261722576231084,0.247456666666667,0.0989566734984814,0.321402045158987
60,918,2018-06-26,26,177,139,"Outer","Bosmina","Cladoceran",10,500,0.0660725042328731,10,1.23764877470568,0.75197322270791,0.37135,0.0849180291025803,0.0817745539055513
60,918,2018-06-26,26,177,139,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
60,918,2018-06-26,26,177,139,"Outer","Calanoid copepodid","Calanoid",14,700,0.0925015059260224,14,1.77124848303537,0.530262548590716,0.557235714285714,0.0663501157281798,0.163843152049954
60,918,2018-06-26,26,177,139,"Outer","Cyclopoid copepodid","Cyclopoid",3,150,0.0198217512698619,3,1.22933371162926,0.0406122828659163,0.482966666666667,0.00662142985565303,0.0243675470595714
60,918,2018-06-26,26,177,139,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
60,918,2018-06-26,26,177,139,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
60,918,2018-06-26,26,177,139,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
60,918,2018-06-26,26,177,139,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
60,918,2018-06-26,26,177,139,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
60,918,2018-06-26,26,177,139,"Outer","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
60,918,2018-06-26,26,177,139,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
60,918,2018-06-26,26,177,139,"Outer","Nauplii","Immature",106,5300,0.700368544868455,32,0.36018088973582,0.240523557380368,0.271506666666667,0.0876930223046255,0.252259365633702
61,920,2018-06-28,26,179,71,"Inner","Bosmina","Cladoceran",1,50,0.00821095198233763,1,2.07099766176209,NA,0.4598,NA,0.0170048623562621
61,920,2018-06-28,26,179,71,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
61,920,2018-06-28,26,179,71,"Inner","Calanoid copepodid","Calanoid",5,250,0.0410547599116882,5,1.41937471211125,0.16453807238549,0.51212,0.0254091912504117,0.058272088030449
61,920,2018-06-28,26,179,71,"Inner","Cyclopoid copepodid","Cyclopoid",2,100,0.0164219039646753,2,1.2807167955825,0.132600921186453,0.491,0.0212132034355964,0.0210318082230024
61,920,2018-06-28,26,179,71,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
61,920,2018-06-28,26,179,71,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
61,920,2018-06-28,26,179,71,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
61,920,2018-06-28,26,179,71,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
61,920,2018-06-28,26,179,71,"Inner","Holopedium","Cladoceran",1,50,0.00821095198233763,1,0.274867912706325,NA,0.3483,NA,0.00225692723271701
61,920,2018-06-28,26,179,71,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
61,920,2018-06-28,26,179,71,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
61,920,2018-06-28,26,179,71,"Inner","Nauplii","Immature",25,1250,0.205273799558441,25,0.30630888703185,0.250237505930263,0.245648,0.0990594607630521,0.0628771890795451
62,922,2018-06-28,26,179,66,"Inner","Bosmina","Cladoceran",2,100,0.0168685559310762,2,1.02892495991749,0.756169948801025,0.3531,0.0934795164728616,0.0173564782352485
62,922,2018-06-28,26,179,66,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
62,922,2018-06-28,26,179,66,"Inner","Calanoid copepodid","Calanoid",1,50,0.00843427796553811,1,1.47294816767529,NA,0.5208,NA,0.0124232542750034
62,922,2018-06-28,26,179,66,"Inner","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
62,922,2018-06-28,26,179,66,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
62,922,2018-06-28,26,179,66,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
62,922,2018-06-28,26,179,66,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
62,922,2018-06-28,26,179,66,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
62,922,2018-06-28,26,179,66,"Inner","Holopedium","Cladoceran",1,50,0.00843427796553811,1,0.766665688045337,NA,0.4804,NA,0.0064662715196149
62,922,2018-06-28,26,179,66,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
62,922,2018-06-28,26,179,66,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
62,922,2018-06-28,26,179,66,"Inner","Nauplii","Immature",20,1000,0.168685559310762,20,0.154864207452046,0.15554257460132,0.18561,0.0717762304886367,0.0261233554512663
63,924,2018-06-28,26,179,44,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
63,924,2018-06-28,26,179,44,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
63,924,2018-06-28,26,179,44,"Inner","Calanoid copepodid","Calanoid",1,50,0.00715616045845272,1,4.07603152647675,NA,0.7959,NA,0.0291687356371796
63,924,2018-06-28,26,179,44,"Inner","Cyclopoid copepodid","Cyclopoid",1,50,0.00715616045845272,1,1.23600811322571,NA,0.4841,NA,0.00884507238619259
63,924,2018-06-28,26,179,44,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
63,924,2018-06-28,26,179,44,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
63,924,2018-06-28,26,179,44,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
63,924,2018-06-28,26,179,44,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
63,924,2018-06-28,26,179,44,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
63,924,2018-06-28,26,179,44,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
63,924,2018-06-28,26,179,44,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
63,924,2018-06-28,26,179,44,"Inner","Nauplii","Immature",1,50,0.00715616045845272,1,0.432331794143013,NA,0.3125,NA,0.00309383569017815
64,926,2018-06-28,26,179,45,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
64,926,2018-06-28,26,179,45,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
64,926,2018-06-28,26,179,45,"Inner","Calanoid copepodid","Calanoid",57,2850,0.429717576962193,57,2.35412429360086,0.897911520395132,0.622410526315789,0.0990739022220472,1.011608587314
64,926,2018-06-28,26,179,45,"Inner","Cyclopoid copepodid","Cyclopoid",5,250,0.0376945242949292,5,1.45758164389693,0.539457638607151,0.51156,0.0801104113083936,0.0549428466877157
64,926,2018-06-28,26,179,45,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
64,926,2018-06-28,26,179,45,"Inner","Diacyclops","Cyclopoid",4,200,0.0301556194359434,4,6.0399474511185,1.14760708504166,0.93415,0.0790342752650182,0.182138356749026
64,926,2018-06-28,26,179,45,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
64,926,2018-06-28,26,179,45,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
64,926,2018-06-28,26,179,45,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
64,926,2018-06-28,26,179,45,"Inner","Leptodiaptomus","Calanoid",3,150,0.0226167145769576,3,9.04872232772534,3.16803951245428,1.0976,0.169295481333673,0.204652370172307
64,926,2018-06-28,26,179,45,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
64,926,2018-06-28,26,179,45,"Inner","Nauplii","Immature",87,4350,0.655884722731769,32,0.220405920069062,0.234494815990974,0.20562,0.0992829929527468,0.144560875772937
65,928,2018-06-28,26,179,87,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
65,928,2018-06-28,26,179,87,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
65,928,2018-06-28,26,179,87,"Inner","Calanoid copepodid","Calanoid",2,100,0.0118964304296529,2,2.92599849781069,0.275587995714487,0.69285,0.0272236110756821,0.0348089375664736
65,928,2018-06-28,26,179,87,"Inner","Cyclopoid copepodid","Cyclopoid",1,50,0.00594821521482643,1,1.86333850316929,NA,0.5744,NA,0.0110835384349235
65,928,2018-06-28,26,179,87,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
65,928,2018-06-28,26,179,87,"Inner","Diacyclops","Cyclopoid",3,150,0.0178446456444793,3,8.74422897358944,3.01019288475292,1.08186666666667,0.168630967895382,0.156037667467892
65,928,2018-06-28,26,179,87,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
65,928,2018-06-28,26,179,87,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
65,928,2018-06-28,26,179,87,"Inner","Holopedium","Cladoceran",1,50,0.00594821521482643,1,0.466790349815619,NA,0.4112,NA,0.00277656946090742
65,928,2018-06-28,26,179,87,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
65,928,2018-06-28,26,179,87,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
65,928,2018-06-28,26,179,87,"Inner","Nauplii","Immature",8,400,0.0475857217186115,8,0.388581006570792,0.233768039395355,0.283925,0.0857362358799192,0.0184909076438156
66,930,2018-07-02,27,183,139,"Outer","Bosmina","Cladoceran",1,50,0.0083435054672543,1,0.524680622675341,NA,0.2927,NA,0.0043776756438541
66,930,2018-07-02,27,183,139,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
66,930,2018-07-02,27,183,139,"Outer","Calanoid copepodid","Calanoid",4,200,0.0333740218690172,4,2.02174117212599,1.47250646858871,0.566425,0.175311691471695,0.0674736340920252
66,930,2018-07-02,27,183,139,"Outer","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
66,930,2018-07-02,27,183,139,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
66,930,2018-07-02,27,183,139,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
66,930,2018-07-02,27,183,139,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
66,930,2018-07-02,27,183,139,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
66,930,2018-07-02,27,183,139,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
66,930,2018-07-02,27,183,139,"Outer","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
66,930,2018-07-02,27,183,139,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
66,930,2018-07-02,27,183,139,"Outer","Nauplii","Immature",45,2250,0.375457746026443,31,0.188096367077443,0.179752466759696,0.202973333333333,0.0739434076860803,0.0706222380186592
67,932,2018-07-02,27,183,525,"Outer","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
67,932,2018-07-02,27,183,525,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
67,932,2018-07-02,27,183,525,"Outer","Calanoid copepodid","Calanoid",16,1000,0.0797514667465798,16,1.52604781494021,0.783490996045476,0.511525,0.117544025794593,0.121704551566895
67,932,2018-07-02,27,183,525,"Outer","Cyclopoid copepodid","Cyclopoid",8,500,0.0398757333732899,8,1.11477538596964,0.13432249152977,0.4629875,0.0235398408478659,0.0444524860620316
67,932,2018-07-02,27,183,525,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
67,932,2018-07-02,27,183,525,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
67,932,2018-07-02,27,183,525,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
67,932,2018-07-02,27,183,525,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
67,932,2018-07-02,27,183,525,"Outer","Holopedium","Cladoceran",1,62.5,0.00498446667166124,1,1.65710570992264,NA,0.6117,NA,0.00825978818252892
67,932,2018-07-02,27,183,525,"Outer","Leptodiaptomus","Calanoid",1,62.5,0.00498446667166124,1,6.9302730954472,NA,0.9929,NA,0.0345437152697672
67,932,2018-07-02,27,183,525,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
67,932,2018-07-02,27,183,525,"Outer","Nauplii","Immature",186,11625,0.927110800928991,32,0.248239984820102,0.206593100587413,0.226236666666667,0.0877224403458425,0.230145971149165
68,934,2018-07-02,27,183,33,"Outer","Bosmina","Cladoceran",2,125,0.00998605474021956,2,0.987818574618437,0.980281046125344,0.3357,0.132370389438122,0.00986441035954537
68,934,2018-07-02,27,183,33,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
68,934,2018-07-02,27,183,33,"Outer","Calanoid copepodid","Calanoid",8,500,0.0399442189608782,8,1.46926437044986,0.605725433648982,0.5125375,0.0799132196734147,0.0586886177246662
68,934,2018-07-02,27,183,33,"Outer","Cyclopoid copepodid","Cyclopoid",17,1062.5,0.0848814652918662,17,1.33974548375088,0.763197439040565,0.487917647058824,0.0959843166570333,0.113719559778935
68,934,2018-07-02,27,183,33,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
68,934,2018-07-02,27,183,33,"Outer","Diacyclops","Cyclopoid",2,125,0.00998605474021956,2,9.50335748381901,2.94270288954675,1.1258,0.147219631843039,0.0949010480492918
68,934,2018-07-02,27,183,33,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
68,934,2018-07-02,27,183,33,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
68,934,2018-07-02,27,183,33,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
68,934,2018-07-02,27,183,33,"Outer","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
68,934,2018-07-02,27,183,33,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
68,934,2018-07-02,27,183,33,"Outer","Nauplii","Immature",190,11875,0.948675200320858,33,0.130559561016148,0.142456919797697,0.172167741935484,0.0671635982116145,0.123858617700797
69,936,2018-07-02,27,183,526,"Outer","Bosmina","Cladoceran",1,50,0.00422288179572789,1,0.415607793165468,NA,0.2711,NA,0.00175506258392109
69,936,2018-07-02,27,183,526,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
69,936,2018-07-02,27,183,526,"Outer","Calanoid copepodid","Calanoid",1,50,0.00422288179572789,1,1.58885932711962,NA,0.5375,NA,0.00670956512846592
69,936,2018-07-02,27,183,526,"Outer","Cyclopoid copepodid","Cyclopoid",3,150,0.0126686453871837,3,1.06375366648131,0.411594067926954,0.4493,0.0726373870675426,0.0134763179799681
69,936,2018-07-02,27,183,526,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
69,936,2018-07-02,27,183,526,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
69,936,2018-07-02,27,183,526,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
69,936,2018-07-02,27,183,526,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
69,936,2018-07-02,27,183,526,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
69,936,2018-07-02,27,183,526,"Outer","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
69,936,2018-07-02,27,183,526,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
69,936,2018-07-02,27,183,526,"Outer","Nauplii","Immature",36,1800,0.152023744646204,31,0.0820613559556878,0.0640010273233343,0.148486666666667,0.0414039539452315,0.0124752746231287
70,938,2018-07-02,27,183,527,"Outer","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
70,938,2018-07-02,27,183,527,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
70,938,2018-07-02,27,183,527,"Outer","Calanoid copepodid","Calanoid",2,100,0.00956115991365728,2,1.00066537906048,0.689089821450939,0.42935,0.13244110011624,0.00956752170925769
70,938,2018-07-02,27,183,527,"Outer","Cyclopoid copepodid","Cyclopoid",1,50,0.00478057995682864,1,1.12160525136186,NA,0.4649,NA,0.00536192358413426
70,938,2018-07-02,27,183,527,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
70,938,2018-07-02,27,183,527,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
70,938,2018-07-02,27,183,527,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
70,938,2018-07-02,27,183,527,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
70,938,2018-07-02,27,183,527,"Outer","Holopedium","Cladoceran",1,50,0.00478057995682864,1,0.54798389762463,NA,0.4324,NA,0.00261968083764914
70,938,2018-07-02,27,183,527,"Outer","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
70,938,2018-07-02,27,183,527,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
70,938,2018-07-02,27,183,527,"Outer","Nauplii","Immature",45,2250,0.215126098057289,30,0.165910603142094,0.230985425854734,0.177744827586207,0.0933415639550589,0.03569170068029
71,940,2018-07-05,27,186,87,"Inner","Bosmina","Cladoceran",1,166.666666666667,0.014369800117375,1,0.419347385959239,NA,0.2719,NA,0.00602593811597796
71,940,2018-07-05,27,186,87,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
71,940,2018-07-05,27,186,87,"Inner","Calanoid copepodid","Calanoid",10,1666.66666666667,0.14369800117375,10,2.08583326011372,0.766427578130903,0.59397,0.0870602862644297,0.299730070260068
71,940,2018-07-05,27,186,87,"Inner","Cyclopoid copepodid","Cyclopoid",7,1166.66666666667,0.100588600821625,7,1.7541931390091,1.16138309466827,0.537414285714286,0.143114446377383,0.176451833423819
71,940,2018-07-05,27,186,87,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
71,940,2018-07-05,27,186,87,"Inner","Diacyclops","Cyclopoid",1,166.666666666667,0.014369800117375,1,4.94859883699397,NA,0.8629,NA,0.0711103761486777
71,940,2018-07-05,27,186,87,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
71,940,2018-07-05,27,186,87,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
71,940,2018-07-05,27,186,87,"Inner","Holopedium","Cladoceran",11,1833.33333333334,0.158067801291125,11,3.37022395013368,6.11990796647945,0.5856,0.331646772937715,0.53272388965632
71,940,2018-07-05,27,186,87,"Inner","Leptodiaptomus","Calanoid",2,333.333333333334,0.0287396002347499,2,8.70911798255459,3.95107658884299,1.0779,0.209869292656167,0.250296569215891
71,940,2018-07-05,27,186,87,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
71,940,2018-07-05,27,186,87,"Inner","Nauplii","Immature",211,35166.6666666667,3.03202782476612,32,0.240828550686652,0.226896978912066,0.218496666666667,0.0953898732546607,0.730198866680028
72,942,2018-07-05,27,186,45,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
72,942,2018-07-05,27,186,45,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
72,942,2018-07-05,27,186,45,"Inner","Calanoid copepodid","Calanoid",181,45250,4.0341268708048,181,2.24210643265111,1.03522649140584,0.60537182320442,0.114949333918575,9.04494180716214
72,942,2018-07-05,27,186,45,"Inner","Cyclopoid copepodid","Cyclopoid",56,14000,1.24812765063574,56,1.95258020356085,0.920957043068497,0.570273214285714,0.114009818542203,2.43706934214825
72,942,2018-07-05,27,186,45,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
72,942,2018-07-05,27,186,45,"Inner","Diacyclops","Cyclopoid",16,4000,0.35660790018164,16,7.00264275942585,2.94852358543377,0.97906875,0.16436542506967,2.49719773016102
72,942,2018-07-05,27,186,45,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
72,942,2018-07-05,27,186,45,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
72,942,2018-07-05,27,186,45,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
72,942,2018-07-05,27,186,45,"Inner","Leptodiaptomus","Calanoid",3,750,0.0668639812840575,3,10.3834354474354,4.11490373202834,1.1577,0.210041234047032,0.694277833421539
72,942,2018-07-05,27,186,45,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
72,942,2018-07-05,27,186,45,"Inner","Nauplii","Immature",152,38000,3.38777505172558,31,0.173351385214421,0.165841807745045,0.197266666666667,0.0692585377947821,0.587275498011486
73,944,2018-07-05,27,186,44,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
73,944,2018-07-05,27,186,44,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
